SL	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
brutalnost	0	1	1	0	0	1	0	0	0	0
savana	0	0	0	0	0	0	0	0	0	0
rešiti	1	0	0	0	0	0	1	0	0	1
varčevanje	0	0	0	0	0	0	0	0	0	0
prihranki	1	0	0	0	0	0	0	0	0	0
okus, čar	1	0	0	1	1	0	1	1	0	1
nasladek, slasten	1	0	0	0	0	0	0	0	0	0
brihten, zdrava pamet	1	0	0	0	0	0	0	0	0	0
žaganje, žagovina	0	0	0	0	0	0	0	0	0	0
saksofon	0	0	0	0	0	0	0	0	0	0
saksofon	0	0	0	0	0	0	0	0	0	0
krasta	0	1	0	0	0	0	0	0	0	0
nožnica	0	0	0	0	0	0	0	0	0	0
oder	0	1	0	0	0	1	0	0	0	0
oder	0	0	0	0	0	0	0	0	0	0
luska, lestvica, tehtnica	0	0	0	0	0	0	0	0	0	0
reducirati	0	0	0	0	0	0	0	0	0	0
pokrovača	0	0	0	0	0	0	0	0	0	0
skalp, lasišče	0	0	0	0	0	0	0	0	0	0
skalpel	0	1	0	0	0	1	0	0	0	0
luskast, krušljiv	0	1	0	0	0	0	0	0	0	0
skeniranje, sken	0	0	0	0	0	0	0	0	0	0
škandal	0	1	0	0	0	1	0	0	0	0
škandalozen	0	1	1	0	0	0	0	0	0	0
pičel	0	1	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
grešni kozel, žrtveno jagnje	0	1	1	0	0	1	0	0	0	0
brazgotina	0	1	1	0	1	1	0	1	0	0
skarabej	0	0	0	0	0	0	0	0	0	0
skromen	0	1	0	0	0	1	0	1	0	0
skromen, komajda	0	1	0	0	0	0	0	1	0	0
pomanjkanje	0	1	1	0	0	1	0	1	0	0
prestrašiti	0	1	1	1	0	1	0	0	1	0
strašilo	1	1	0	0	0	1	0	0	0	0
šal	0	0	0	0	0	0	0	0	0	0
škrlat, škrlaten	0	0	0	0	0	0	0	0	0	0
posipati, peščica	0	0	0	0	0	0	0	0	0	0
raztresen	0	0	0	0	0	0	0	0	0	0
posipanje	0	0	0	0	0	0	0	0	0	0
mrhovinar	0	1	0	0	0	0	0	0	0	0
scena	0	0	0	0	0	0	0	0	0	0
scenografija, pokrajina	0	0	0	0	0	0	0	0	0	0
slikovit	0	0	0	0	0	0	0	0	0	0
vonj	0	0	0	0	0	0	0	0	0	0
skeptičen	0	0	0	0	0	0	0	0	0	1
skepticizem	0	0	0	0	0	0	0	0	0	0
shematičen	0	0	0	0	0	0	0	0	0	0
shema	0	1	0	0	0	0	0	0	0	0
razkol	0	1	1	0	0	0	0	0	0	0
shizofrenija	0	1	1	0	1	1	0	1	0	0
učenjak, strokovnjak	1	0	0	0	0	0	0	0	0	0
strokoven	0	0	0	0	0	0	0	0	0	0
štipendija	1	0	0	0	0	0	1	0	0	0
šola	0	0	0	0	0	0	0	0	0	1
šolar	0	0	0	0	0	0	0	0	0	0
šolanje	0	0	0	0	0	0	0	0	0	0
učitelj	0	0	0	0	0	0	0	0	0	0
šuner, dvojambornik	0	0	0	0	0	0	0	0	0	0
išias, ishialgija	0	1	0	0	0	0	0	0	0	0
znanost	0	0	0	0	0	0	0	0	0	0
znanstven	1	0	0	0	0	0	0	0	0	1
znanstvenik	1	0	0	1	0	0	0	0	0	1
trohica	1	0	0	0	0	0	0	0	0	0
iskrivost	0	0	0	0	0	0	0	0	0	0
scintilator	0	0	0	0	0	0	0	0	0	0
potomec, cepič	0	0	0	0	0	0	0	0	0	0
škarje	0	0	0	0	0	0	0	0	0	0
posmehovati se	0	1	1	0	1	0	0	0	0	0
oštevati, karati	0	1	1	0	1	1	0	1	0	0
oštevanje, zmerjanje	0	1	1	0	0	0	0	0	0	0
lopata, zajemalka, merica, zajemati	0	0	0	0	0	0	0	0	0	0
domet	0	0	0	0	0	0	0	0	0	0
pripekajoč	0	1	1	0	0	0	0	0	0	0
zadeti, zadetek	1	0	0	1	0	0	1	0	1	0
rezultat	0	0	0	0	0	0	0	0	0	0
prezir, zaničevanje	0	1	1	0	0	0	0	0	0	0
škorpijon	0	1	1	0	1	1	0	0	1	0
viski	0	1	0	0	0	0	0	0	0	0
baraba, podlež, nizkotnež	0	1	1	0	1	1	0	0	0	1
prečesati, čiščenje	0	0	0	0	0	0	0	0	0	0
poguba, nadloga	0	1	1	0	0	1	0	1	0	0
skavt, tabornik	0	0	0	0	0	0	0	0	0	0
scrabble, grebsti	0	0	0	0	0	0	0	0	0	0
plaziti, hiteti	0	0	0	0	0	0	0	0	0	0
umešavanje	0	1	0	0	0	0	0	0	0	0
strganje, odrgnina	0	0	0	0	0	0	0	0	0	0
praskavec	0	1	1	0	0	1	0	1	0	0
praskanje, praskajoč	0	0	0	0	0	0	0	0	0	0
praska	0	0	0	0	0	0	0	0	0	0
kričati	0	1	1	0	1	1	0	0	1	0
kričanje	0	1	1	0	1	1	0	0	0	0
krik	0	1	0	0	0	1	0	0	1	0
zaslon	0	0	0	0	0	0	0	0	0	0
izvijač	0	0	0	0	0	0	0	0	0	0
pofukan, jeban, zajeban, preklet	0	1	1	0	0	0	0	0	0	0
čečkati, packati	0	0	0	0	0	0	0	0	0	0
pisar	1	0	0	0	0	0	0	0	0	0
pretep, prerivanje	0	1	0	0	0	0	0	0	1	0
torba, recept	0	0	0	0	0	0	0	0	0	0
skripta	1	0	0	0	0	0	0	0	0	0
biblijski, svetopisemski	0	0	0	0	0	0	0	0	0	0
Sveto pismo, Biblija	0	0	0	0	0	0	0	0	0	1
pomikati, spirala	0	0	0	0	0	0	0	0	0	0
krtačiti, drgniti	0	1	0	0	1	0	0	0	0	0
slasten	1	0	0	0	0	0	0	0	0	0
skrben	0	0	0	0	0	0	0	0	0	0
preiskati, preučiti	0	1	0	1	0	0	0	0	0	0
pregled	0	1	0	0	0	0	0	0	0	0
kipar	0	0	0	0	0	0	0	0	0	0
skulptura	1	0	0	0	0	0	0	0	0	0
izklesan	0	0	0	0	0	0	0	0	0	0
izrodek, izmeček	0	1	0	0	1	0	0	0	0	0
morje	1	0	0	0	0	0	0	0	0	0
obala, primorje	0	0	0	0	0	0	0	0	0	0
tjulenj, pečat	1	0	0	0	0	0	0	0	0	1
pečati	0	0	0	0	0	0	0	0	0	1
šiv	0	0	0	0	0	0	0	0	0	0
mornar	0	0	0	0	0	0	0	0	0	0
brezšiven, gladek	0	0	0	0	0	0	0	0	0	0
šivilja	0	0	0	0	0	0	0	0	0	0
pristanišče	0	0	0	0	0	0	0	0	0	0
žgati, smoditi	0	1	0	0	0	0	0	0	0	0
iskati	0	0	0	0	0	0	0	0	0	0
iskanje	0	0	0	0	0	0	0	0	0	0
spečen, popečen	0	0	0	0	0	0	0	0	0	0
morje, obala	0	0	0	0	0	0	0	0	0	0
sezona	0	0	0	0	0	0	0	0	0	0
izkušen, začinjen	1	0	0	0	0	0	0	0	0	0
začimba	0	0	0	0	0	0	0	0	0	0
sedež	0	0	0	0	0	0	0	0	0	0
secesija	0	1	0	0	0	0	0	0	0	0
odmaknjen	0	1	0	0	0	0	0	1	0	0
osamitev, izolacija	1	1	0	0	0	1	0	0	0	0
sekundaren	0	0	0	0	0	0	0	0	0	0
rabljen, iz druge roke	0	1	0	0	0	0	0	0	0	0
diskretnost	0	0	0	0	0	0	0	0	1	1
skrivnost	0	0	0	0	0	0	0	0	0	1
tajništvo	1	0	0	0	0	0	0	0	0	0
sekretar, tajnik	0	0	0	0	0	0	0	0	0	0
izločiti	0	0	0	0	1	0	0	0	0	0
izločanje	0	1	0	0	1	0	0	0	0	0
skrivnosten	0	1	0	0	0	0	0	0	0	0
skriven	0	0	0	0	0	0	0	0	0	0
sekta, ločina	0	0	0	0	0	0	0	0	0	0
sektaški, verski	0	1	1	0	0	1	0	0	0	0
sektorski, lokalen	0	0	0	0	0	0	0	0	0	0
sektor, področje	0	0	0	0	0	0	0	0	0	0
sekularen	0	0	0	1	0	0	0	0	0	0
sekularizem	0	0	0	0	0	0	0	0	0	0
vrednostni papirji	0	0	0	0	0	0	0	0	0	1
varnost	0	0	0	0	0	0	0	0	0	0
limuzina	0	0	0	0	0	0	0	0	0	0
umirjen, pomirjen, pomiriti	0	0	0	0	0	0	0	0	0	0
pomirjevalo	0	0	0	0	0	0	0	0	0	0
sedeč	0	0	0	0	0	0	0	0	0	0
šaš, ostrica	0	0	0	0	0	0	0	0	0	0
usedlina	0	0	0	0	0	0	0	0	0	0
sediment	0	0	0	0	0	0	0	0	0	0
upor, vstaja	0	1	1	0	0	0	0	1	0	0
zapeljati	0	1	0	0	0	0	0	0	0	0
zapeljujoč	0	0	0	0	0	0	0	0	0	0
zapeljevanje	0	1	0	0	0	0	0	0	0	0
zapeljiv, privlačen	0	0	0	1	0	0	0	0	0	0
seme	0	0	0	0	0	0	0	0	0	0
sadika	0	0	0	0	0	0	0	0	0	0
iskati	0	0	0	1	0	0	0	0	0	0
iskalec	0	0	0	0	0	0	0	0	0	0
navidezen	0	0	0	0	0	0	0	0	0	0
jasnovidec, prerok	0	0	0	0	0	0	0	0	0	0
prepajajoč	0	0	0	0	0	0	0	0	0	0
segment	0	0	0	0	0	0	0	0	0	0
izolirati	0	1	1	0	1	0	0	1	0	0
izoliran	0	1	0	0	0	0	0	0	0	0
segregacija	0	0	0	0	0	0	0	0	0	0
zgrabiti	0	1	0	0	0	1	0	0	0	0
zaplemba	0	0	0	0	0	1	0	0	0	0
redko	0	0	0	0	0	0	0	0	0	0
izbrati	0	0	0	0	0	0	0	0	0	0
izbira	0	0	0	0	0	0	0	0	0	0
sebičen	0	1	1	0	1	0	0	0	0	0
sebičnost	0	1	0	0	0	0	0	0	0	0
prodati	0	0	0	0	0	0	0	0	0	0
prodajalec	0	0	0	0	0	0	0	0	0	0
semafor	0	0	0	0	0	0	0	0	0	0
vtis, videz	0	0	0	0	0	0	0	0	0	0
sperma	0	0	0	0	0	0	0	0	0	0
podpičje	0	0	0	0	0	0	0	0	0	0
semenski, ključen	0	0	0	0	0	0	0	0	0	0
seminar	0	0	0	0	0	0	0	0	0	0
semenišče	0	0	0	0	0	0	0	0	0	0
semiotika	0	0	0	0	0	0	0	0	0	0
senat	0	0	0	0	0	0	0	0	0	1
senator	0	0	0	0	0	0	0	0	0	0
poslati	0	0	0	0	0	0	0	0	0	0
staranje	0	0	0	0	0	0	0	0	0	0
senilen	0	1	0	0	0	1	0	1	0	0
senior, starejši	0	0	0	0	0	0	0	0	0	0
starost	1	0	0	0	0	0	0	0	0	1
senzacija	0	0	0	0	0	0	0	0	0	0
fantastičen	1	0	0	0	0	0	1	0	0	0
smisel	1	0	0	0	0	0	0	0	0	0
nesmiseln	0	1	1	0	1	1	0	1	1	0
občutek	0	0	0	0	0	0	0	0	0	0
občutljivost	1	0	0	0	0	0	0	0	0	0
razumen	1	0	0	0	0	0	0	0	0	0
razumevajoč, občutljiv	0	0	0	0	0	0	0	0	0	0
čuten, senzoričen	0	0	0	0	0	0	0	0	0	0
čuten	1	1	0	1	0	0	1	0	1	1
čutnost	1	0	0	1	0	0	1	0	0	0
čutilen	1	0	0	0	0	0	1	0	0	0
obsodba, kazen, obsoditi	0	1	1	1	1	1	0	1	0	0
čuteč, čustven	0	0	0	0	0	0	0	0	0	0
sentiment	0	0	0	0	0	0	0	0	0	0
čustven	1	0	0	0	0	0	0	0	0	0
čustven	1	0	0	0	0	0	0	0	0	0
straža	1	0	0	0	0	0	0	0	0	1
stražar	0	0	0	0	0	0	0	0	0	1
ločljiv	0	0	0	0	0	0	0	0	0	0
ločen, ločiti	0	0	0	0	0	0	0	0	0	0
posamezen	0	0	0	0	0	0	0	0	0	0
ločitev	0	0	0	0	0	0	0	0	0	0
separatist	0	1	1	0	1	0	0	0	0	0
sepija	0	0	0	0	0	0	0	0	0	0
sepsa	0	1	0	0	0	1	0	1	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
septičen	0	1	0	0	1	0	0	0	0	0
septum	0	0	0	0	0	0	0	0	0	0
nadaljevanje	0	0	0	1	0	0	0	0	0	0
zaporedje	0	0	0	0	0	0	0	0	0	0
sekvenčen, zaporeden	0	0	0	0	0	0	0	0	0	0
zasežen	0	0	0	0	0	0	0	0	0	0
zaplemba	0	1	0	0	0	0	0	1	0	0
miren	0	1	0	0	0	0	0	0	0	1
spokojnost	1	0	0	1	0	0	1	0	0	1
narednik	0	0	0	0	0	0	0	0	0	0
serijski	0	0	0	1	0	0	0	0	0	0
zaporedje, serija	0	0	0	0	0	0	0	0	0	1
serif	0	0	0	0	0	0	0	0	0	0
resnost	0	0	0	0	0	1	0	1	0	0
pridiga	1	0	0	0	0	0	0	0	0	1
kača	0	1	0	0	1	1	0	0	0	0
serpentina, kačast, zmotan	0	0	0	0	0	0	0	0	0	0
nazobčan, žagast	0	0	0	0	0	0	0	0	0	0
serum	1	0	0	0	0	0	0	0	0	0
služabnik	0	1	0	0	0	0	0	0	0	1
služiti	0	1	0	0	0	0	0	0	0	1
storitev	0	0	0	0	0	0	0	0	0	0
uporaben, praktičen	0	0	0	0	0	0	0	0	0	0
klečeplazen, suženjski	0	1	0	0	1	1	0	1	0	0
suženjstvo	0	1	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
seja, zasedanje	0	0	0	0	0	0	0	0	0	0
srečanje, seminar	0	0	0	0	0	0	0	0	0	0
pripravljen, skupina, scena, niz	0	0	0	0	0	0	0	0	0	0
nazadovanje	0	1	0	0	0	0	0	1	0	0
brlog	0	0	0	0	0	0	0	0	0	0
seter	0	0	0	0	0	0	0	0	0	0
namestiti, umiriti, poravnati	0	0	0	0	0	0	0	0	0	0
poravnan, umirjen	0	0	0	0	0	0	0	0	0	0
naseljenec	0	0	0	0	0	0	0	0	0	0
ustanovitelj	1	0	0	0	0	1	0	0	0	0
sedmi	0	0	0	0	0	0	0	0	0	0
sedemdeset	0	0	0	0	0	0	0	0	0	0
ločiti	0	1	0	0	0	0	0	0	0	0
ločljiv	0	0	0	0	0	0	0	0	0	0
posamičen, posebej	0	0	0	0	0	0	0	0	0	0
prekinitev	0	0	0	0	0	0	0	1	0	0
resen	0	0	0	0	0	0	0	0	0	0
resnost	0	0	0	0	0	0	0	0	0	0
šivati, šiv	0	0	0	0	0	0	0	0	0	0
odplake	0	1	0	0	1	0	0	0	0	0
odtočni kanal	0	0	0	0	1	0	0	0	0	0
kanalizacija	0	1	0	0	1	0	0	0	0	0
seks	1	0	0	1	0	0	1	0	0	1
seksualnost, spolnost	0	0	0	0	0	0	0	0	0	0
seksi	0	0	0	0	0	0	0	0	0	0
oguljen	0	1	0	0	1	0	0	0	0	0
baraka	0	1	0	0	1	0	0	1	0	0
vkleniti, ovirati	0	1	1	1	1	1	0	1	0	0
senca	0	0	0	0	0	0	0	0	0	0
odtenek	0	0	0	0	0	0	0	0	0	0
senčenje	0	0	0	0	0	0	0	0	0	0
senca	0	0	0	0	0	0	0	0	0	0
senčen	0	0	0	0	0	0	0	0	0	0
senčen, dvomljiv	0	1	0	0	0	1	0	0	0	0
jašek	0	0	0	0	0	0	0	0	0	0
porivati, ljubimec	0	0	0	0	0	0	0	0	0	0
košat, kosmat	0	0	0	0	0	0	0	0	0	0
šejk, tresenje, tresti	0	0	0	0	0	0	0	0	0	0
pretresen	0	0	0	0	0	0	0	0	0	0
tresenje, trepetanje	0	1	0	0	0	1	0	0	0	0
tresoč, drhteč	0	1	1	1	0	1	0	0	0	0
prevara, goljufija	0	1	1	0	1	0	0	0	0	0
šaman	0	0	0	0	0	0	0	0	0	0
kaos	0	1	0	0	0	0	0	0	0	0
sram, sramota	0	1	0	0	1	1	0	1	0	0
sramoten	0	1	0	0	0	0	0	1	0	0
sramoten	0	1	0	0	1	0	0	0	0	0
izgnati	0	1	0	0	1	1	0	0	0	0
steblo	0	0	0	0	0	1	0	0	0	0
baraka, koliba	0	0	0	0	0	0	0	0	0	0
oblika	1	0	0	0	0	0	0	0	0	0
čeden, postaven	1	0	0	0	0	0	0	0	0	0
deliti, delež	1	0	0	1	0	0	1	0	0	1
delničar	0	0	0	0	0	0	0	0	0	0
morski pes	0	1	0	0	0	0	0	0	0	0
izostriti	0	0	1	1	0	0	0	0	0	0
oster, nabrušen	0	0	0	0	0	0	0	0	0	0
šilček, brusilnik	0	0	0	0	0	0	0	0	0	0
ostrina	0	0	0	0	0	0	0	0	0	0
raztreščiti se	0	1	1	0	0	1	0	1	1	0
uničen	0	1	0	0	0	0	0	1	0	0
briti	0	0	0	0	0	0	0	0	0	0
britje	0	0	0	0	0	0	0	0	0	0
ruta	0	0	0	0	0	0	0	0	0	0
sveženj, šop, snop	0	0	0	0	0	0	0	0	0	0
striči	0	0	0	0	0	0	0	0	0	0
škarje	0	0	0	0	0	0	0	0	0	0
nožnica, ovoj, plašč, kondom	0	0	0	0	0	0	0	0	0	0
zateči, zatekanje	0	0	0	0	0	0	0	0	0	0
znebiti se	0	1	0	0	0	0	0	0	0	0
sijaj, lesk	0	0	0	0	0	0	0	0	0	0
ovca	0	0	0	0	0	0	0	0	0	0
čist, popoln, navpičen	0	0	0	0	0	0	0	0	0	0
list	0	0	0	0	0	0	0	0	0	0
polica	0	0	0	0	0	0	0	0	0	0
granata	0	1	1	0	0	1	0	1	1	0
lupinar	0	0	0	0	0	0	0	0	0	0
zavetje	1	0	0	0	0	0	0	0	0	1
založen	0	1	0	0	0	0	0	0	0	0
pastir	1	0	0	0	0	0	0	0	0	1
šerif	0	0	0	0	0	0	0	0	0	1
šeri	0	0	0	0	0	0	0	0	0	0
ščit	0	0	0	0	0	0	0	0	0	0
premik	0	0	0	0	0	0	0	0	0	0
premikanje	0	0	0	0	0	0	0	0	0	0
šiling	0	0	0	0	0	0	0	0	0	0
lesketati, lesketanje	0	0	0	0	0	0	0	0	0	0
golen, piščal	0	0	0	0	0	0	0	0	0	0
sijati	1	0	0	0	0	0	0	0	0	0
prod, skodla	0	0	0	0	0	0	0	0	0	0
sijoč	1	0	0	1	0	0	1	0	0	0
svetleč	0	0	0	0	0	0	0	0	0	0
ladja	0	0	0	1	0	0	0	0	0	0
pošiljka	0	0	0	0	0	0	0	0	0	0
ladjevje, odpošiljanje	0	0	0	0	0	0	0	0	0	0
brodolom	0	1	0	0	0	1	0	1	0	0
okrožje, okraj	0	0	0	0	0	0	0	0	0	0
majica, srajca	0	0	0	0	0	0	0	0	0	0
sranje	0	1	1	0	1	0	0	0	0	0
trepetati	0	1	1	1	0	1	0	1	0	0
drgetanje	0	0	0	0	0	0	0	0	0	0
jata, gruča	0	0	0	0	0	0	0	0	0	0
šok	0	1	1	0	0	1	0	0	1	0
šokanten, pretresljiv	0	0	0	0	0	0	0	0	1	0
zanič	0	1	1	0	1	0	0	0	0	0
čevelj	0	0	0	0	0	0	0	0	0	0
čevljar	0	0	0	0	0	0	0	0	0	0
ustreliti	0	1	1	0	0	1	0	0	0	0
strelec	0	0	0	0	0	1	0	0	0	0
streljanje	0	1	1	0	0	1	0	0	0	0
trgovina	0	0	0	0	0	0	0	0	0	0
trgovec	0	0	0	0	0	0	0	0	0	1
kraja	0	1	1	0	1	0	0	0	0	0
nakupovanje	1	0	0	1	0	0	1	0	1	1
obala	0	0	0	0	0	0	0	0	0	0
pokosen	0	0	0	0	0	0	0	0	0	0
kratek	0	0	0	0	0	0	0	0	0	0
pomanjkanje	0	1	1	0	0	1	0	1	0	0
pomanjkljivost	0	1	0	0	0	0	0	0	0	0
skrajšati	0	0	0	0	0	0	0	0	0	0
skrajšanje	0	0	0	0	0	0	0	0	0	0
hitropis	0	0	0	0	0	0	0	0	0	0
kmalu	0	0	0	1	0	0	0	0	0	0
kratkost	0	0	0	0	0	0	0	0	0	0
kratke hlače, boksarice, bermudke	0	0	0	0	0	0	0	0	0	0
strel	0	1	1	0	0	1	0	1	1	0
šibrovka, puška	0	0	0	0	0	0	0	0	0	0
rama	1	0	0	0	0	0	0	0	0	1
kričati	0	0	1	0	0	0	0	0	1	0
riniti	0	1	1	0	0	0	0	0	0	0
lopata, kopač, bager	0	0	0	0	0	0	0	0	0	0
kopanje	0	0	0	0	0	0	0	0	0	0
predstava, pokazati	0	0	0	0	0	0	0	0	0	1
tuš	0	0	0	0	0	0	0	0	0	0
prikazovanje	0	0	0	0	0	0	0	0	0	0
vpadljiv	0	1	0	0	0	0	0	0	0	0
šrapnel	0	0	0	0	0	1	0	0	0	0
trak, košček, cefrati	0	0	0	0	0	0	0	0	0	0
pameten	1	0	0	0	0	0	0	0	0	0
zavreščati, krik	0	1	1	0	0	1	0	1	1	0
vreščeč	0	1	1	0	0	1	0	0	1	0
kozica	0	0	0	0	0	0	0	0	0	0
grobnica, kapelica	0	0	0	0	0	0	0	0	0	0
krčiti	0	1	0	0	0	1	0	1	0	0
krčenje	0	0	0	0	0	0	0	0	0	0
mrtvaški prt	0	0	0	0	0	0	0	1	0	0
grm	0	0	0	0	0	0	0	0	0	0
grmovje, grmičevje	0	0	0	0	0	0	0	0	0	0
skomig, skomigati	0	0	0	0	0	0	0	0	0	0
skrčen	0	1	0	0	0	0	0	0	0	0
drhteti, trepet	0	1	0	0	0	1	0	0	0	0
mešanje, mešati	0	0	0	0	0	0	0	0	0	0
pomešanje	0	0	0	0	0	0	0	0	0	0
izogibati se	0	1	1	0	1	0	0	1	0	0
ranžirati	0	0	0	0	0	0	0	0	0	0
zapreti	0	0	0	0	0	0	0	0	0	0
zaklop, naoknica	0	0	0	0	0	0	0	0	0	0
shuttle, prepeljati	0	0	0	0	0	0	0	0	0	0
soroden	0	0	0	0	0	0	0	0	0	1
sic	0	0	0	0	0	0	0	0	0	0
bolan	0	1	0	0	1	0	0	1	0	0
nagnusen, ostuden	0	1	1	0	1	1	0	1	0	0
srp	0	0	0	0	0	0	0	0	0	0
bolehen, gnusen	0	1	0	0	1	0	0	1	0	0
slabost, bolezen	0	1	0	0	1	1	0	1	0	0
stran	0	0	0	0	0	0	0	0	0	0
kredenca, bife	0	0	0	0	0	0	0	0	0	0
izogniti, umakniti, izogib	0	0	0	0	0	0	0	0	0	0
počez, vstran	0	0	0	0	0	0	0	0	0	0
obleganje, obkolitev	0	0	0	0	0	0	0	0	0	0
siesta, počitek	0	0	0	0	0	0	0	0	0	0
cedilo, sito, rešeto	0	0	0	0	0	0	0	0	0	0
pregledovanje	0	0	0	0	0	0	0	0	0	0
vzdih	0	0	0	0	0	0	0	0	0	0
pogled	0	0	0	0	0	0	0	0	0	0
znak	0	0	0	0	0	0	0	0	0	0
signal	0	0	0	0	0	0	0	0	0	0
podpis	0	0	0	0	0	0	0	0	0	1
pomembnost, važnost, pomen	0	0	0	0	0	0	0	0	0	0
pomemben, važen	0	0	0	0	0	0	0	0	0	0
pomen, smisel, pomembnost	0	0	0	0	0	0	0	0	0	0
pomeniti	0	0	0	1	0	0	0	0	0	0
kažipot, indikator, označiti	0	0	0	0	0	0	0	0	0	0
tih	0	0	0	0	0	0	0	0	0	0
molčeč	0	0	0	0	0	0	0	0	0	0
silhueta, obris	0	0	0	0	0	0	0	0	0	0
svila	1	0	0	0	0	0	0	0	0	0
svilnat, svilen	0	0	0	0	0	0	0	0	0	0
svilast	0	0	0	0	0	0	0	0	0	0
prag, polica	0	0	0	0	0	0	0	0	0	0
neumnost	0	0	0	0	0	0	0	0	0	0
neumen	0	1	0	0	0	0	1	0	0	0
mulj, blato	0	0	0	0	0	0	0	0	0	0
srebro	0	0	0	0	0	0	0	0	0	0
srebrn	0	0	0	0	0	0	0	0	0	0
podoben	0	0	0	0	0	0	0	0	0	0
podobnost	0	0	0	0	0	0	0	0	0	0
prispodoba, metafora	0	0	0	0	0	0	0	0	0	0
vreti	0	0	1	1	0	0	0	0	0	0
vrenje	0	0	0	1	0	0	0	0	0	0
preprost	0	0	0	0	0	0	0	0	0	0
enostaven	0	0	0	0	0	0	0	0	0	0
poenostaviti	1	0	0	1	0	0	1	0	1	1
preprosto	0	0	0	0	0	0	0	0	0	0
simulirati	0	0	0	0	0	0	0	0	0	0
simuliran	0	0	0	0	0	0	0	0	0	0
simuliranje	0	0	0	0	0	0	0	0	0	0
simulacija	0	0	0	0	0	0	0	0	0	0
istočasen	0	0	0	0	0	0	0	0	0	0
hkrati	0	0	0	0	0	0	0	0	0	0
greh, grešiti	0	1	1	0	1	1	0	1	0	0
iskren	1	0	0	0	0	0	0	0	0	1
iskrenost	1	0	0	0	0	0	0	0	0	0
grešen	0	1	1	0	1	1	0	1	0	0
peti	1	0	0	1	0	0	1	1	0	1
pevec	0	0	0	0	0	0	0	0	0	0
samski	0	0	0	0	0	0	0	0	0	0
posamičen	1	0	0	0	0	0	0	0	0	0
edinstven	0	0	0	0	0	0	0	0	0	0
singularnost, edinost	0	0	0	0	0	0	0	0	0	0
izjemen	0	0	0	0	0	0	0	0	1	0
zastrašujoč, grozeč	0	1	1	0	1	1	0	0	0	0
potopiti, korito, odtok	0	0	0	0	0	0	0	0	0	0
grešnik	0	1	1	0	1	1	0	1	0	0
grešenje	0	1	0	0	1	0	0	0	0	0
sinus	0	0	0	0	0	0	0	0	0	0
srebati	0	0	0	0	0	0	0	0	0	0
sifon	0	0	0	0	0	0	0	0	0	0
gospod	1	0	0	0	0	0	0	0	0	1
gospod	0	0	0	0	0	0	0	0	0	0
sirena	0	1	0	0	0	1	0	0	0	0
mevža, reva	0	1	0	0	0	0	0	0	0	0
sestra	0	0	0	0	0	0	0	0	0	0
sestrstvo, solidarnost	1	0	1	0	0	0	0	1	1	1
stran	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
sedeč, sedenje, seja	0	0	0	0	0	0	0	0	0	0
umestiti, postaviti	0	0	0	0	0	0	0	0	0	0
umeščen, postavljen	0	0	0	0	0	0	0	0	0	0
situacija	0	0	0	0	0	0	0	0	0	0
šesti	0	0	0	0	0	0	0	0	0	0
šestdeset	0	0	0	0	0	0	0	0	0	0
velikost, mera	0	0	0	0	0	0	0	0	0	0
cvrčati, cvrčanje	0	0	1	0	0	0	0	0	0	0
drsalka, kotalka, roler, drsati, kotalkati, rolati	0	0	0	0	0	0	0	0	0	0
drsanje, kotalkanje, rolanje, rolkanje	0	0	0	0	0	0	0	0	0	0
povsem, jata	0	0	0	0	0	0	0	0	0	0
okostje	0	0	0	0	0	0	0	0	0	0
skeptik	0	0	0	0	0	0	0	0	0	0
skeptičen	0	1	0	0	0	0	0	0	0	0
skepticizem	0	0	0	0	0	0	0	0	0	0
skica	0	0	0	0	0	0	0	0	0	0
površen	0	1	0	0	0	0	0	0	0	0
popačen, pristranski	0	1	1	1	0	0	0	0	0	0
nabodalo, špila	0	0	0	0	0	0	0	0	0	0
smučati, smučka	0	0	0	0	0	0	0	0	0	0
drseti, drsenje	0	1	1	0	0	1	0	1	0	0
enojec, skif	0	0	0	0	0	0	0	0	0	0
spretnost	0	0	0	0	0	0	0	0	0	0
usposobljen, kvalificiran	1	0	0	0	0	0	0	0	0	0
kozica, ponev	0	0	0	0	0	0	0	0	0	0
spreten	1	0	0	0	0	0	0	0	0	1
drseti, preleteti	0	0	0	0	0	0	0	0	0	0
koža	0	0	0	0	0	0	0	0	0	0
suh	0	0	0	0	0	0	0	0	0	0
preskočiti	0	1	0	0	0	0	0	0	0	0
skiper	0	0	0	0	0	0	0	0	0	0
spopad, sporeči se	0	1	1	0	0	0	0	0	0	0
krilo	0	0	0	0	0	0	0	0	0	0
obzidna letev	0	0	0	0	0	0	0	0	0	0
ščitnik	0	0	0	0	0	0	0	0	0	0
skeč, parodija, satira	0	0	0	0	0	0	0	0	0	0
lobanja	0	0	0	0	0	0	0	0	0	0
smrduh, trava	0	0	0	0	0	0	0	0	0	0
nebo	1	0	0	0	0	0	0	0	0	0
